Plik: ./data/had12.dat

Parameters:
pop_size=100,gen=100,Px=0.7,Pm0.01,tour=5,elitism=True

<nr_pokolenia, najlepsza_ocena, srednia_ocen, najgorsza_ocena>

1 uruchomienie
<36,1686,1792,1868>
<37,1686,1802,1868>
<38,1686,1796,1864>
<39,1686,1794,1874>
<40,1686,1789,1874>
<41,1686,1790,1874>
<42,1686,1781,1874>
<43,1686,1779,1874>
<44,1686,1776,1868>
<45,1686,1769,1824>
<46,1686,1777,1836>
<47,1686,1767,1824>
<48,1686,1765,1812>
<49,1686,1765,1812>
<50,1686,1757,1812>
<51,1686,1743,1812>
<52,1686,1732,1812>
<53,1686,1727,1806>
<54,1686,1740,1806>
<55,1686,1749,1806>
<56,1686,1754,1806>
<57,1686,1749,1806>
<58,1686,1755,1836>
<59,1686,1766,1836>
<60,1686,1754,1782>
<61,1686,1754,1782>
<62,1686,1753,1782>
<63,1686,1745,1782>
<64,1686,1734,1782>
<65,1686,1728,1782>
<66,1686,1722,1782>
<67,1686,1720,1782>
<68,1686,1724,1794>
<69,1686,1718,1782>
<70,1686,1716,1804>
<71,1686,1724,1888>
<72,1686,1720,1932>
<73,1686,1719,1932>
<74,1686,1722,1932>
<75,1686,1703,1778>
<76,1686,1704,1850>
<77,1686,1707,1928>
<78,1686,1708,1882>
<79,1686,1716,1746>
<80,1686,1717,1746>
<81,1686,1710,1746>
<82,1686,1708,1758>
<83,1686,1711,1758>
<84,1686,1710,1758>
<85,1686,1738,1836>
<86,1686,1742,1832>
<87,1686,1743,1832>
<88,1686,1743,1786>
<89,1686,1731,1786>
<90,1686,1730,1786>
<91,1686,1729,1786>
<92,1686,1730,1800>
<93,1686,1739,1786>
<94,1686,1740,1794>
<95,1686,1736,1780>
<96,1686,1738,1780>
<97,1686,1732,1780>
<98,1686,1735,1780>
<99,1686,1725,1780>
<100,1686,1724,1780>
Best: [9 1 11 4 6 7 5 10 8 12 2 3],1686

8 uruchomienie
<1,1772,1892,2044>
<2,1766,1909,2012>
<3,1766,1921,2040>
<4,1766,1906,2010>
<5,1766,1901,2008>
<6,1766,1902,1986>
<7,1766,1885,1990>
<8,1738,1896,1998>
<9,1738,1887,2028>
<10,1738,1897,1998>
<11,1734,1911,1998>
<12,1734,1901,1998>
<13,1734,1906,1980>
<14,1734,1905,2000>
<15,1734,1893,2008>
<16,1734,1881,2006>
<17,1734,1849,2006>
<18,1734,1852,2006>
<19,1734,1864,2020>
<20,1734,1866,2030>
<21,1734,1850,1980>
<22,1734,1851,1978>
<23,1734,1844,1966>
<24,1734,1838,1990>
