Plik: ./data/had12.dat

Parameters:
pop_size=100,gen=100,Px=0.8,Pm0.01,tour=5,elitism=True

<nr_pokolenia, najlepsza_ocena, srednia_ocen, najgorsza_ocena>

1 uruchomienie
<36,1674,1736,1870>
<37,1674,1738,1834>
<38,1674,1739,1828>
<39,1674,1736,1800>
<40,1674,1730,1838>
<41,1674,1736,1824>
<42,1674,1727,1828>
<43,1674,1718,1848>
<44,1674,1722,1858>
<45,1674,1723,1778>
<46,1674,1716,1824>
<47,1674,1708,1796>
<48,1674,1712,1796>
<49,1674,1718,1796>
<50,1674,1707,1744>
<51,1674,1703,1768>
<52,1674,1706,1756>
<53,1674,1709,1780>
<54,1674,1712,1840>
<55,1674,1710,1840>
<56,1674,1712,1834>
<57,1674,1708,1832>
<58,1674,1701,1836>
<59,1674,1694,1744>
<60,1674,1690,1674>
<61,1674,1690,1674>
<62,1674,1691,1726>
<63,1674,1694,1732>
<64,1674,1698,1742>
<65,1674,1699,1742>
<66,1674,1699,1742>
<67,1674,1699,1732>
<68,1674,1705,1732>
<69,1674,1710,1742>
<70,1674,1711,1782>
<71,1674,1717,1806>
<72,1674,1708,1742>
<73,1674,1716,1782>
<74,1674,1718,1810>
<75,1674,1712,1752>
<76,1674,1722,1762>
<77,1674,1713,1886>
<78,1674,1711,1752>
<79,1674,1708,1810>
<80,1674,1712,1860>
<81,1674,1709,1860>
<82,1674,1701,1830>
<83,1674,1700,1830>
<84,1674,1698,1742>
<85,1674,1699,1742>
<86,1674,1695,1802>
<87,1674,1702,1766>
<88,1674,1704,1742>
<89,1674,1703,1742>
<90,1674,1706,1742>
<91,1674,1710,1742>
<92,1674,1705,1766>
<93,1674,1701,1742>
<94,1674,1694,1742>
<95,1674,1692,1742>
<96,1674,1692,1742>
<97,1674,1691,1710>
<98,1674,1695,1778>
<99,1674,1694,1806>
<100,1674,1699,1806>
